id,doi,title,year,abstract,authors_raw,authors_id,authors_affiliations,keywords_raw,keywords_id,references_doi,source,language,is_seed
W2901782820,10.2458/v25i1.22013,"Public knowledge, attitudes and perception of ecological debt",2018,"The concept of ecological debt describes the ecological relations between industrialized (developed) and developing countries and the environment. It refers to the responsibility held by those who live in industrialized countries, as well as their accomplices in the South, for the continuing destruction of the planet due to production and consumption patterns. Ecological debt is a potentially powerful tool for re-discussing relations between North and South and for rethinking sustainable development policies. The aim of the current study is to evaluate the public's knowledge, attitude towards, and perceptions of topics related to the concept of ecological debt. A survey was conducted using a structured questionnaire among residents of Athens, the capital of Greece. To the best of our knowledge this is the first time that this issue has been explored, with regard to public opinion and this is the beginning of a discussion on public understanding of ecological debt. The survey reveals that the concept of ecological debt is not widely understood; but the participants seem to agree on the causes of its generation and on its association with external financial debt. The research findings guide alternative proposals to relevant social movements and/or organizations for the design of wake-up policies.",Efi Drimili; Efthimios Zervas,A5107969561; A5010764655,Hellenic Open University (GR); Hellenic Open University (GR),Debt; Public opinion; Perception; Consumption (sociology); Sustainable development; Political science; Business; Sociology; Psychology; Finance; Social science,debt; public-opinion; perception; consumption; sustainable-development; political-science; business; sociology; psychology; finance; social-science,https://openalex.org/W810233521; https://openalex.org/W1515669283; https://openalex.org/W1523895391; https://openalex.org/W1581783538; https://openalex.org/W1584129281; https://openalex.org/W1605140183; https://openalex.org/W1963486613; https://openalex.org/W1973899709; https://openalex.org/W1986875667; https://openalex.org/W1992688562; https://openalex.org/W2012254774; https://openalex.org/W2038699019; https://openalex.org/W2048051304; https://openalex.org/W2085683054; https://openalex.org/W2089327955; https://openalex.org/W2126212614; https://openalex.org/W2137540105; https://openalex.org/W2272890368; https://openalex.org/W2319568853; https://openalex.org/W2562324168; https://openalex.org/W2592356138; https://openalex.org/W2594589186; https://openalex.org/W2618067250; https://openalex.org/W2620457709; https://openalex.org/W2757478421; https://openalex.org/W2759503593; https://openalex.org/W2913390697; https://openalex.org/W3159280209; https://openalex.org/W4300483823; https://openalex.org/W4301375542; https://openalex.org/W4394846027; https://openalex.org/W6629265512; https://openalex.org/W6631258106; https://openalex.org/W6850696550,Journal of Political Ecology,en,False
W2140675380,,VLIR-BVO project 2003 'Elaboration of the concept of ecological debt',2004,,Erik Paredis; Jesse Lambrecht; Gert Goeminne; Wouter Vanhove,A5041144613; A5048787297; A5007488495; A5024639661,,Elaboration; Geography; Environmental science; Philosophy,elaboration; geography; environmental-science; philosophy,https://openalex.org/W44884755; https://openalex.org/W68797825; https://openalex.org/W101332654; https://openalex.org/W222966551; https://openalex.org/W647204147; https://openalex.org/W810233521; https://openalex.org/W1907583418; https://openalex.org/W1976776799; https://openalex.org/W2012254774; https://openalex.org/W2018661949; https://openalex.org/W2036713768; https://openalex.org/W2047856663; https://openalex.org/W2085683054; https://openalex.org/W2126212614; https://openalex.org/W2167369155; https://openalex.org/W2226489716; https://openalex.org/W2274729279; https://openalex.org/W2301672513; https://openalex.org/W2339579267; https://openalex.org/W2746485780; https://openalex.org/W3048682234; https://openalex.org/W3123592998; https://openalex.org/W3159280209,Ghent University Academic Bibliography (Ghent University),en,False
W3017089289,10.4324/9781315207094-4,Expanding treadmill of production analysis within green criminology by integrating metabolic rift and ecological unequal exchange theories,2020,"This chapter draws upon the treadmill of production (ToP) theoretical framework to demonstrate how capitalism produces environmental crimes and harms at both the local and global level. The chapter begins with a description of ToP before extending the political economic orientation of ToP by connecting it to two other radical political economic theories designed to make the linkage between capitalism and ecological destruction more visible: metabolic rift theory and ecological unequal exchange theory. The authors of this chapter argue that these views help round out the ToP approach and can be applied to understand any number of environmental crimes and injustices associated with ecological disorganisation. Encouraging further exploration by green criminologists, the authors make the case for establishing stronger connections to the ecological Marxist and environmental sociology literatures, as well as to the growing number of empirical studies in those fields that support these approaches.",Michael J. Lynch; Paul B. Stretesky; Michael A. Long; Kimberly L. Barrett,A5018094670; A5001040330; A5088849050; A5088301346,,Environmental sociology; Production (economics); Ecology; Sociology; Economics; Biology; Microeconomics,environmental-sociology; production; ecology; sociology; economics; biology; microeconomics,,,en,False
W4387183420,10.3389/fenvs.2023.1269691,The impact of FDI on ecological unequal exchange in China’s manufacturing industry,2023,"This paper uses the panel data of manufacturing subdivision industry from 2000 to 2014 to calculate the exchange of ecological inequality through MRIO model. On this basis, the systematic GMM model is used to investigate the direct and indirect effects of Foreign Direct Investment on the unequal exchange of manufacturing ecology. In addition, the ecological unequal exchange in China’s manufacturing industry is decomposed into ecological unequal exchange on the production side, on the consumption side, with developed regions and with lessdeveloped regions. The study finds that: 1) Industry-wide research indicates that FDI inflows have a significant positive impact on reducing the unequal exchange in the manufacturing sector. This finding contributes to the existing literature on the effects of FDI on ecological inequality. 2) Path-specific studies reveal that FDI primarily reduces ecological inequality in the manufacturing sector through technological effects. However, the scale and structural effects of FDI exacerbate ecological inequality, confirming the findings of some scholars. This nuanced understanding of the effects of FDI on ecological inequality adds to the existing body of research. 3) From the perspective of FDI sources, FDI from Asian countries and regions is more beneficial for improving China’s ecological unequal exchange. This finding provides guidance for China’s FDI attraction policies. 4) Assessing pollution emissions inventories based on the principle of production responsibility is unfair to China from both the production and consumption perspectives. 5) From a regional perspective, FDI effectively reduces the impact of ecological unequal exchange in the manufacturing sector between China and developed economies. These findings confirm that China bears an unequal exchange in the trade process and enrich the understanding of the impact of FDI on ecological unequal exchange.",Mengqi Gong; Longle Wang; Xiaofan Li,A5061660679; A5071018060; A5100637080,Wuhan Institute of Technology (CN); Wuhan Institute of Technology (CN); Wuhan Institute of Technology (CN),Foreign direct investment; China; Production (economics); Inequality; Manufacturing; Consumption (sociology); Economics; Economic geography; Ecology; Manufacturing sector; Business; International economics; Geography; Macroeconomics; Biology,foreign-direct-investment; china; production; inequality; manufacturing; consumption; economics; economic-geography; ecology; manufacturing-sector; business; international-economics; geography; macroeconomics; biology,https://openalex.org/W1977411201; https://openalex.org/W2012251817; https://openalex.org/W2024725622; https://openalex.org/W2057810683; https://openalex.org/W2164703638; https://openalex.org/W2263563523; https://openalex.org/W2523304678; https://openalex.org/W2557909387; https://openalex.org/W2618067250; https://openalex.org/W2743178718; https://openalex.org/W2788098830; https://openalex.org/W2886351347; https://openalex.org/W2898613847; https://openalex.org/W2974680376; https://openalex.org/W3010013823; https://openalex.org/W3083280272; https://openalex.org/W3096720883; https://openalex.org/W3122661090; https://openalex.org/W3152730200; https://openalex.org/W4211145470; https://openalex.org/W4306691580; https://openalex.org/W4384393255,Frontiers in Environmental Science,en,False
W3124841667,,"Leading Towards a Level Playing Field, Repaying Ecological Debt, or Making Environmental Space: Three Stories About International Environmental Cooperation",2005,"This article considers a number of different ways of conceptualizing the relationship between South and North in the environmental context, focusing on international responses to climate change and, particular, the Kyoto Protocol to the United Nations Framework Convention on Climate Change. It explores three stories about international cooperation. One derives from the concept of ""ecological debt,"" the second comes from the concept of ""environmental space,"" and the third, which might be said to underlie the U.S. approach to the Kyoto Protocol at the present time, is labelled ""leading towards a level playing field."" This article provides an overview of all three stories, and attempts to offer some insight into the very different visions of the international community that they encapsulate.",Karin Mickelson,A5075761661,,United Nations Framework Convention on Climate Change; Political science; Convention; Humanities; Kyoto Protocol; Ethnology; Vision; Context (archaeology); Sociology; Climate change; Geography; Ecology; Law; Archaeology; Art; Anthropology,united-nations-framework-convention-on-climate-change; political-science; convention; humanities; kyoto-protocol; ethnology; vision; context; sociology; climate-change; geography; ecology; law; archaeology; art; anthropology,,eYLS (Yale Law School),en,False
W4415915422,10.1080/10455752.2025.2579886,Two Sides of the Same Coin: A Synthesis of Economic and Ecological Unequal Exchange,2025,"Capitalism perpetuates injustices by appropriating vast amounts of human effort and natural wealth across regions and populations, all under the guise of economic cooperation and mutual benefit. Marxist and ecological approaches to unequal exchange (UE) both seek to expose these transfers. Yet without theoretical integration, they fail to support crucial alliances between social and environmental justice movements. This paper therefore approaches UE as the convergence of labour, material, monetary, and currency imbalances. While individual imbalances may indicate asymmetry, their combined effect reveals deeper, systemic injustices. In 2022, after excluding productivity gaps, UE (expressed in monetary terms) amounted to a gain of US$ 3.1 trillion for the economies of the centre (equivalent to 27% of their combined Domestic Value Added, DVA) and a loss of US$ 1.7 trillion for the periphery (108%). When productivity gaps are included, the centre's gain rises to US$ 8.8 trillion (76%), while the periphery loses US$ 6.9 trillion – equivalent to a staggering 440% of DVA. These imbalances reflect not a deviation from some “true” or “fair” monetary value of nature or labour, but rather expose a system sustained by extraction and exploitation. Balance cannot be restored within such a system; it must be transformed.",Crelis Rammelt,A5005445191,University of Amsterdam (NL),Capitalism; Production (economics); Sustainability,capitalism; production; sustainability,https://openalex.org/W1964911611; https://openalex.org/W1967540883; https://openalex.org/W1975529595; https://openalex.org/W1990164247; https://openalex.org/W1993258255; https://openalex.org/W1997312490; https://openalex.org/W2014634665; https://openalex.org/W2056926496; https://openalex.org/W2076881948; https://openalex.org/W2119211517; https://openalex.org/W2345419491; https://openalex.org/W2515104092; https://openalex.org/W2624693595; https://openalex.org/W2794556575; https://openalex.org/W2899120092; https://openalex.org/W3083280272; https://openalex.org/W3144452147; https://openalex.org/W4211221020; https://openalex.org/W4234010666; https://openalex.org/W4251638621; https://openalex.org/W4282567479; https://openalex.org/W4361289971; https://openalex.org/W4387429400; https://openalex.org/W4388661872; https://openalex.org/W4396494537; https://openalex.org/W4401091536; https://openalex.org/W4409155547; https://openalex.org/W4409540095; https://openalex.org/W4412018112; https://openalex.org/W6908880526,Capitalism Nature Socialism,en,False
W4242353811,10.4324/9780203076989-29,Environmental justice and ecological debt in Belgium: the UMICORE case,2013,"The notion of ecological debt focuses on unequal exploitation of the global commons, and includes pollution, disproportionate use of the environment and ‘theft’ of southern resources by northern countries. The calculations of such environmental damages represent a practical tool for pursuing environmental justice. This chapter takes a more local view of the notion of ecological debt, by applying the same principles around an industrial site in a Northern country. ‘Ecological debt’ is in this context equivalent to ‘environmental liability’. A company has assets and liabilities, i.e. debts. The environmental liabilities rarely appear in the balance sheets. Similarly, the ecological debts of rich countries do not appear in their macroeconomic accounts. We focus on historically created ecological damage, considering impacts on health and capabilities, the major collateral damages inﬂ icted in the recent past by the emissions of a particular site in Belgium run by the company UMICORE. In the ﬁ rst section, we present the notions of environmental justice, ecological debt and particularly the idea of ‘private ecological debt’ or environmental liability. The second section describes the methodology for evaluating the ecological debt in the case under study. Section three shows the calculations and results. In section four, we discuss the advantages of collaborative or co-operative research between scientists and civil society actors, which lie at the heart of the present book, and the resulting practical and theoretical contributions of this study.",,,,Environmental justice; Debt; Economic Justice; Ecology; Geography; Political science; Business; Biology; Finance; Law,environmental-justice; debt; economic-justice; ecology; geography; political-science; business; biology; finance; law,,,en,False
W2424450747,10.1016/j.ecolecon.2016.06.006,Where have all the funds gone? Multiregional input-output analysis of the European Agricultural Fund for Rural Development,2016,,Fabio Monsalve; Jorge Zafrilla; María‐Ángeles Cadarso,A5081118602; A5047259057; A5036506113,University of Castilla-La Mancha (ES); University of Castilla-La Mancha (ES); University of Castilla-La Mancha (ES),Sustainability; Agriculture; Distribution (mathematics); Business; Sustainable development; Economics; Rural development; Natural resource economics; Geography; Ecology,sustainability; agriculture; distribution; business; sustainable-development; economics; rural-development; natural-resource-economics; geography; ecology,https://openalex.org/W749416070; https://openalex.org/W1492289444; https://openalex.org/W1493472778; https://openalex.org/W1542047764; https://openalex.org/W1650067763; https://openalex.org/W1895628710; https://openalex.org/W1956760944; https://openalex.org/W1964085940; https://openalex.org/W1970139579; https://openalex.org/W1971309533; https://openalex.org/W1982813761; https://openalex.org/W1987219067; https://openalex.org/W1988324589; https://openalex.org/W1992683955; https://openalex.org/W1995968610; https://openalex.org/W1998830031; https://openalex.org/W2009852955; https://openalex.org/W2010351240; https://openalex.org/W2020393050; https://openalex.org/W2026535485; https://openalex.org/W2029670485; https://openalex.org/W2033554029; https://openalex.org/W2035943368; https://openalex.org/W2037089594; https://openalex.org/W2041490855; https://openalex.org/W2045987553; https://openalex.org/W2049663377; https://openalex.org/W2050650868; https://openalex.org/W2052603662; https://openalex.org/W2058450398; https://openalex.org/W2062825804; https://openalex.org/W2065289804; https://openalex.org/W2083280785; https://openalex.org/W2087939361; https://openalex.org/W2093445010; https://openalex.org/W2096081303; https://openalex.org/W2100016968; https://openalex.org/W2102966366; https://openalex.org/W2113219607; https://openalex.org/W2126205604; https://openalex.org/W2144975314; https://openalex.org/W2145917034; https://openalex.org/W2158804744; https://openalex.org/W2162141368; https://openalex.org/W2162550487; https://openalex.org/W2166001406; https://openalex.org/W2171050209; https://openalex.org/W2318764153; https://openalex.org/W2319851860; https://openalex.org/W2322974595; https://openalex.org/W2323325301; https://openalex.org/W2332875009; https://openalex.org/W2335259225; https://openalex.org/W2399179509; https://openalex.org/W3121873832; https://openalex.org/W3124228636; https://openalex.org/W3125711463; https://openalex.org/W6622074492; https://openalex.org/W6641122997; https://openalex.org/W6662088076; https://openalex.org/W6981294069,Ecological Economics,en,False
W4312219881,10.1080/14747731.2022.2157992,"Climate, violence, resource extraction and ecological debt: global implications of an assassination on South Africa's coal mining belt",2022,"Extractivism has attracted inspiring resistance in South Africa, but far-reaching lessons from one site of struggle in KwaZulu-Natal Province are sobering. The October 2020 assassination of Fikile Ntshangase, an anti-coal activist, reflects difficult political-economic and political-ecological terrain. The critical role of gendered activism in former apartheid-era Bantustans underlay concrete problems Ntshangase faced when confronted by male coal-mine labourers. There was no ‘Just Transition’ programme to decarbonize the mine at the time. The corporation that benefited from the assassination, Petmin, was expanding into Ntshangase's village. In the process, not only did the need to cease coal mining become of enormous global concern, but Petmin’s role in international circuits of capital also gave rise to a new round of global-local and socio-ecological linkages. Some involve the World Bank while others entail solidarity with victims of the same firm near the United States city of Cleveland.",Patrick Bond,A5061884523,University of Johannesburg (ZA),Solidarity; Political ecology; Politics; Political science; Corporation; Resource (disambiguation); Debt; Economy; Political economy; Development economics; Business; Sociology; Economics; Law,solidarity; political-ecology; politics; political-science; corporation; resource; debt; economy; political-economy; development-economics; business; sociology; economics; law,https://openalex.org/W106908474; https://openalex.org/W1862751979; https://openalex.org/W2534779911; https://openalex.org/W2971750072; https://openalex.org/W4285190786,Globalizations,en,False
W4250250916,10.2307/j.ctt183p4mr,Ecological Debt,2009,,Andrew Simms,A5112290444,,Environmental science; Economics; Ecology; Biology,environmental-science; economics; ecology; biology,,Pluto Press eBooks,en,False
W2594382053,,Asymmetries : Conceptualizing Environmental Inequalities as Ecological Debt and Ecologically Unequal Exchange,2017,"In this compilation thesis, consisting of six papers and an introductory chapter, the concepts of ecological debt, climate debt, ecologically unequal exchange, and unequal carbon sink appropriation are at the centre. Their intellectual and political histories are traced to environmental justice movements, ecological economics and neo-Marxist economics. They are developed conceptually and linked together analytically using a stock-flow perspective. Special concern is devoted to climate debt as understood by the climate justice movement. Its claims on climate debt are identified, their normative assumptions tested and climate debt is quantified as consisting of both an emission debt and an adaptation debt. The last paper focus on a historical case study, where a method for measuring ecologically unequal exchange – time-space appropriation – is applied to discuss core and peripheries in the early modern world system, indicating a Sinocentric world economy. In the introductory chapter, sections on critical realism and mixed methods research position the thesis theoretically and methodologically. The concepts at the centre of the thesis are synthesized into what is called an ecological-economic asymmetries approach. Further, the possibilities to base the approach on ecological Marxism and historical-geographical materialism are explored and a potential future research strategy sketched.",Rikard Warlenius,A5020507738,,Debt; Appropriation; Ecological economics; Economics; Positive economics; Political science; Sociology; Social science; Neoclassical economics; Ecology; Sustainability; Epistemology; Macroeconomics,debt; appropriation; ecological-economics; economics; positive-economics; political-science; sociology; social-science; neoclassical-economics; ecology; sustainability; epistemology; macroeconomics,,Lund University Publications (Lund University),en,False
W409900855,,Eco-Sufficiency and Global Justice : Women Write Political Ecology,2009,Ecological Debt: Embodied Debt Ariel Salleh PART I - HISTORIES The Devaluation of Women's Labour Silvia Federici Who is the 'He' of He Who Decides in Economic Discourse? Ewa Charkiewicz The Diversity Matrix: Relationship and Complexity Susan Hawthorne PART II - MATTER Development for Some is Violence for Others Nalini Nayak Nuclearised Bodies and Militarised Space Zohl de Ishtar Women and Deliberative Water Management Andrea Moraes and Ellie Perkins PART III - GOVERNANCE Mainstreaming Trade and Millennium Development Goals? Gig Francisco and Peggy Antrobus Policy and the Measure of Woman Marilyn Waring Feminist Ecological Economics in Theory and Practice Sabine U. O'Hara PART IV - ENERGY Who Pays for Kyoto Protocol? Selling Oxygen and Selling Sex Ana Isla How Global Warming is Gendered Meike Spitzner Women and the Abuja Declaration for Energy Sovereignty Leigh Brownhill and Terisa E. Turner PART V - MOVEMENT Ecofeminist Political Economy and the Politics of Money Mary Mellor Saving Women: Saving the Commons Leo Podlashuc From Eco-Sufficiency to Global Justice Ariel Salleh Index,Ariel Salleh,A5050075228,,Ecological economics; Politics; Political science; Economy; Sociology; Gender studies; Ecology; Economics; Law; Sustainability,ecological-economics; politics; political-science; economy; sociology; gender-studies; ecology; economics; law; sustainability,,,en,False
W2023267627,10.1016/j.ecoleng.2006.05.021,Natural capital: The limiting factor,2006,,Joshua Farley; Herman E. Daly,A5090686681; A5027651591,"University of Vermont (US); University of Maryland, College Park (US)",Footprint; Ecological footprint; Environmental science; Occupancy; Natural resource; Land use; Geography; Environmental resource management; Ecology; Sustainability,footprint; ecological-footprint; environmental-science; occupancy; natural-resource; land-use; geography; environmental-resource-management; ecology; sustainability,https://openalex.org/W121151744; https://openalex.org/W571165093; https://openalex.org/W617737805; https://openalex.org/W1530567397; https://openalex.org/W1564107706; https://openalex.org/W1574252464; https://openalex.org/W1574645189; https://openalex.org/W1608237007; https://openalex.org/W1927063796; https://openalex.org/W1936774573; https://openalex.org/W1970317388; https://openalex.org/W1970376522; https://openalex.org/W1994485043; https://openalex.org/W1999061137; https://openalex.org/W2008143266; https://openalex.org/W2012341183; https://openalex.org/W2027271929; https://openalex.org/W2048973844; https://openalex.org/W2057931959; https://openalex.org/W2073080915; https://openalex.org/W2099799233; https://openalex.org/W2112484287; https://openalex.org/W2149161296; https://openalex.org/W2151301860; https://openalex.org/W2164556042; https://openalex.org/W2481880397; https://openalex.org/W2555957898; https://openalex.org/W3137224376; https://openalex.org/W4301267015; https://openalex.org/W6672806637; https://openalex.org/W6684132962; https://openalex.org/W6757687813,Ecological Engineering,en,False
W3164354311,,Environmental justice and ecological debt in Belgium: The UMICORE case,2013,,Nick Meynen; Léa Sébastien,A5032018808; A5110959155,,Environmental justice; Debt; Environmental resource management; Political science; Natural resource economics; Economics; Ecology; Business; Geography; Finance; Biology,environmental-justice; debt; environmental-resource-management; political-science; natural-resource-economics; economics; ecology; business; geography; finance; biology,,,en,False
W2796372547,10.4337/9781849805520.00019,Ecological Debt: An Integrating Concept for Socio-Environmental Change,2010,"This thoroughly revised Handbook provides an assessment of the scope and content of environmental sociology, and sets out the intellectual and practical challenges posed by the urgent need for policy and action to address accelerating environmental change.",Iñaki Bárcena Hinojal; Rosa Lago Aurrekoetxea,A5040506861; A5037022026,,Scope (computer science); Action (physics); Environmental change; Debt; Environmental resource management; Sociology; Political science; Environmental planning; Ecology; Business; Geography; Environmental science; Computer science; Climate change; Biology,scope; action; environmental-change; debt; environmental-resource-management; sociology; political-science; environmental-planning; ecology; business; geography; environmental-science; computer-science; climate-change; biology,,Edward Elgar Publishing eBooks,en,False
W3210510104,10.1080/13549839.2021.1983795,"Circularity, entropy, ecological conflicts and LFFU",2021,"The economy is not circular, it is increasingly entropic. Energy from the photosynthesis of the distant past, fossil fuels, is burned and dissipated. Even without further economic growth the industrial economy would need new supplies of energy and materials extracted from the “commodity frontiers”, producing also more waste (including excessive amounts of greenhouse gases). Therefore, new ecological distribution conflicts (EDC) arise all the time. Such EDCs are often “valuation contests” displaying incommensurable plural values. Examples from the Atlas of Environmental Justice are given of coal, oil and gas-related conflicts in several countries combining local and global complaints. Claims for climate justice and recognition of an ecological debt have been put forward by environmentalists from the South since 1991, together with a strategy of leaving fossil fuels underground (LFFU) through bottom-up movements. This could make a substantial contribution to the decrease in carbon dioxide emissions.",Joan Martínez Alier,A5004042357,Universitat Autònoma de Barcelona (ES),Greenhouse gas; Fossil fuel; Natural resource economics; Plural; Valuation (finance); Coal; Economics; Ecological economics; Commodity; Environmental justice; Energy security; Ecology; Sustainability; Environmental science; Economy; Geography; Renewable energy; Market economy,greenhouse-gas; fossil-fuel; natural-resource-economics; plural; valuation; coal; economics; ecological-economics; commodity; environmental-justice; energy-security; ecology; sustainability; environmental-science; economy; geography; renewable-energy; market-economy,https://openalex.org/W39838849; https://openalex.org/W91194789; https://openalex.org/W106908474; https://openalex.org/W647036171; https://openalex.org/W1505091764; https://openalex.org/W1541584794; https://openalex.org/W1595652305; https://openalex.org/W1803673662; https://openalex.org/W1862702728; https://openalex.org/W1963684733; https://openalex.org/W1963985712; https://openalex.org/W1973318389; https://openalex.org/W1979816480; https://openalex.org/W1992262753; https://openalex.org/W2030626342; https://openalex.org/W2041321854; https://openalex.org/W2048051304; https://openalex.org/W2053216029; https://openalex.org/W2056619110; https://openalex.org/W2076926005; https://openalex.org/W2079856242; https://openalex.org/W2082793946; https://openalex.org/W2101108903; https://openalex.org/W2118628106; https://openalex.org/W2131236975; https://openalex.org/W2132214484; https://openalex.org/W2155200498; https://openalex.org/W2271137388; https://openalex.org/W2313084143; https://openalex.org/W2324550751; https://openalex.org/W2342655129; https://openalex.org/W2567287119; https://openalex.org/W2592356138; https://openalex.org/W2598540519; https://openalex.org/W2772693920; https://openalex.org/W2772802389; https://openalex.org/W2790216946; https://openalex.org/W2791564097; https://openalex.org/W2797346201; https://openalex.org/W2797434453; https://openalex.org/W2801608957; https://openalex.org/W2883168693; https://openalex.org/W2889685062; https://openalex.org/W2891857460; https://openalex.org/W2892221156; https://openalex.org/W2901758408; https://openalex.org/W2921021117; https://openalex.org/W2981711509; https://openalex.org/W2991613651; https://openalex.org/W3011803474; https://openalex.org/W3023793666; https://openalex.org/W3033432264; https://openalex.org/W3047060341; https://openalex.org/W3090697615; https://openalex.org/W3091617824; https://openalex.org/W3091902962; https://openalex.org/W3092621118; https://openalex.org/W3094134127; https://openalex.org/W3098302150; https://openalex.org/W3100044586; https://openalex.org/W3107877676; https://openalex.org/W3120723020; https://openalex.org/W3129731695; https://openalex.org/W3139265487; https://openalex.org/W3146360081; https://openalex.org/W3154286314; https://openalex.org/W3197396347; https://openalex.org/W3205393210; https://openalex.org/W4233654598; https://openalex.org/W4233919019; https://openalex.org/W4241340504; https://openalex.org/W4241852105; https://openalex.org/W4252072419; https://openalex.org/W4252277488; https://openalex.org/W4254369197; https://openalex.org/W4301267015; https://openalex.org/W4311608047; https://openalex.org/W4387882599,Local Environment,en,False
W4394877371,10.3390/su16083371,Exploring the Impact of FDI and Technological Progress Path on Ecological Unequal Exchange within Manufacturing Industry in China,2024,"Under the premise of jointly promoting global ecological and environmental governance, as an important promoter of economic globalization and the main communicator of low-carbon technology, how does FDI contribute to EUE? In addition, technology can affect ecological inequality exchange by affecting production methods and other aspects, so what role does the path of technological progress play in it? These questions are the focus of this paper. Ecological unequal exchange is calculated using the MRIO model, and this study further examines the influence of FDI on this exchange in the manufacturing sector via technological progress using the systematic GMM model. The study discovered the following: (1) The full sample study reveals that FDI inflows can significantly reduce the EUE of the manufacturing industry, but FDI exacerbates the EUE in the manufacturing industry by further worsening it through the pathway of technological progress (2) Further research finds that the effect of FDI on the EUE in the manufacturing sector through technological progress path will be different due to the source of FDI vary, the causes of ecological unequal exchange, the time period, and the development of a technological progress path.",Mengqi Gong; Weike Zhang,A5061660679; A5101610023,Wuhan Institute of Technology (CN); Wuhan Institute of Technology (CN),Foreign direct investment; Technological change; Manufacturing; Economic geography; Globalization; Premise; China; Industrial organization; Business; Path dependence; Manufacturing sector; Sample (material); Corporate governance; Economics; Ecology; International economics; Marketing; Geography; Market economy; Macroeconomics; Management,foreign-direct-investment; technological-change; manufacturing; economic-geography; globalization; premise; china; industrial-organization; business; path-dependence; manufacturing-sector; sample; corporate-governance; economics; ecology; international-economics; marketing; geography; market-economy; macroeconomics; management,https://openalex.org/W1495220204; https://openalex.org/W1970139579; https://openalex.org/W2012011920; https://openalex.org/W2057810683; https://openalex.org/W2091748877; https://openalex.org/W2367636902; https://openalex.org/W2371455775; https://openalex.org/W2381991480; https://openalex.org/W2618067250; https://openalex.org/W2743178718; https://openalex.org/W3010013823; https://openalex.org/W3122619127; https://openalex.org/W3124744803; https://openalex.org/W3125697804; https://openalex.org/W3212855748; https://openalex.org/W6738354462; https://openalex.org/W7005270004,Sustainability,en,False
